gauntlet: agent@engine vs agent@checkpoints/repfix2 | SPRT elo0=0.0 elo1=8.0 alpha=0.025 beta=0.025 max_games=3000 | 10000ms+100ms | 3 workers
   1 games  +0 =1 -0   -0 Elo +/- 0   3fold=1 (100%)   125s      mean=0.500 LLR=+0.00 [CONTINUE]
1255 games  +397 =526 -332   +18 Elo +/- 15   3fold=398 (32%)   13428s      mean=0.526 LLR=+2.01 [CONTINUE]
1256 games  +398 =526 -332   +18 Elo +/- 15   3fold=398 (32%)   13433s      mean=0.526 LLR=+2.05 [CONTINUE]
1257 games  +398 =526 -333   +18 Elo +/- 15   3fold=398 (32%)   13442s      mean=0.526 LLR=+2.01 [CONTINUE]
1258 games  +399 =526 -333   +18 Elo +/- 15   3fold=398 (32%)   13461s      mean=0.526 LLR=+2.05 [CONTINUE]
1259 games  +399 =527 -333   +18 Elo +/- 15   3fold=398 (32%)   13467s      mean=0.526 LLR=+2.05 [CONTINUE]
1260 games  +399 =528 -333   +18 Elo +/- 15   3fold=399 (32%)   13471s      mean=0.526 LLR=+2.05 [CONTINUE]
1261 games  +399 =528 -334   +18 Elo +/- 15   3fold=399 (32%)   13491s      mean=0.526 LLR=+2.01 [CONTINUE]
1262 games  +400 =528 -334   +18 Elo +/- 15   3fold=399 (32%)   13496s      mean=0.526 LLR=+2.05 [CONTINUE]
1263 games  +400 =529 -334   +18 Elo +/- 15   3fold=400 (32%)   13512s      mean=0.526 LLR=+2.05 [CONTINUE]
1264 games  +400 =530 -334   +18 Elo +/- 15   3fold=400 (32%)   13515s      mean=0.526 LLR=+2.05 [CONTINUE]
1265 games  +400 =530 -335   +18 Elo +/- 15   3fold=400 (32%)   13532s      mean=0.526 LLR=+2.01 [CONTINUE]
1266 games  +400 =530 -336   +18 Elo +/- 15   3fold=400 (32%)   13545s      mean=0.525 LLR=+1.97 [CONTINUE]
1267 games  +400 =531 -336   +18 Elo +/- 15   3fold=400 (32%)   13554s      mean=0.525 LLR=+1.97 [CONTINUE]
1268 games  +401 =531 -336   +18 Elo +/- 15   3fold=400 (32%)   13566s      mean=0.526 LLR=+2.01 [CONTINUE]
1269 games  +402 =531 -336   +18 Elo +/- 15   3fold=400 (32%)   13576s      mean=0.526 LLR=+2.04 [CONTINUE]
1270 games  +402 =531 -337   +18 Elo +/- 15   3fold=400 (31%)   13584s      mean=0.526 LLR=+2.00 [CONTINUE]
1271 games  +402 =531 -338   +18 Elo +/- 15   3fold=400 (31%)   13593s      mean=0.525 LLR=+1.96 [CONTINUE]
1272 games  +402 =531 -339   +17 Elo +/- 15   3fold=400 (31%)   13610s      mean=0.525 LLR=+1.92 [CONTINUE]
1273 games  +402 =532 -339   +17 Elo +/- 15   3fold=401 (32%)   13618s      mean=0.525 LLR=+1.92 [CONTINUE]
1274 games  +402 =532 -340   +17 Elo +/- 15   3fold=401 (31%)   13628s      mean=0.524 LLR=+1.88 [CONTINUE]
1275 games  +402 =532 -341   +17 Elo +/- 15   3fold=401 (31%)   13643s      mean=0.524 LLR=+1.84 [CONTINUE]
1276 games  +402 =533 -341   +17 Elo +/- 15   3fold=402 (32%)   13647s      mean=0.524 LLR=+1.84 [CONTINUE]
1277 games  +402 =534 -341   +17 Elo +/- 15   3fold=403 (32%)   13655s      mean=0.524 LLR=+1.84 [CONTINUE]
1278 games  +402 =535 -341   +17 Elo +/- 15   3fold=404 (32%)   13671s      mean=0.524 LLR=+1.84 [CONTINUE]
1279 games  +402 =536 -341   +17 Elo +/- 15   3fold=405 (32%)   13676s      mean=0.524 LLR=+1.84 [CONTINUE]
1280 games  +403 =536 -341   +17 Elo +/- 15   3fold=405 (32%)   13686s      mean=0.524 LLR=+1.88 [CONTINUE]
1281 games  +404 =536 -341   +17 Elo +/- 15   3fold=405 (32%)   13701s      mean=0.525 LLR=+1.92 [CONTINUE]
1282 games  +404 =537 -341   +17 Elo +/- 15   3fold=406 (32%)   13709s      mean=0.525 LLR=+1.92 [CONTINUE]
1283 games  +404 =538 -341   +17 Elo +/- 15   3fold=406 (32%)   13719s      mean=0.525 LLR=+1.92 [CONTINUE]
1284 games  +404 =539 -341   +17 Elo +/- 14   3fold=407 (32%)   13729s      mean=0.525 LLR=+1.92 [CONTINUE]
1285 games  +404 =540 -341   +17 Elo +/- 14   3fold=408 (32%)   13740s      mean=0.525 LLR=+1.92 [CONTINUE]
1286 games  +405 =540 -341   +17 Elo +/- 14   3fold=408 (32%)   13750s      mean=0.525 LLR=+1.96 [CONTINUE]
1287 games  +405 =541 -341   +17 Elo +/- 14   3fold=409 (32%)   13768s      mean=0.525 LLR=+1.96 [CONTINUE]
1288 games  +405 =541 -342   +17 Elo +/- 14   3fold=409 (32%)   13772s      mean=0.524 LLR=+1.92 [CONTINUE]
1289 games  +405 =542 -342   +17 Elo +/- 14   3fold=410 (32%)   13784s      mean=0.524 LLR=+1.92 [CONTINUE]
1290 games  +406 =542 -342   +17 Elo +/- 14   3fold=410 (32%)   13800s      mean=0.525 LLR=+1.96 [CONTINUE]
1291 games  +406 =542 -343   +17 Elo +/- 14   3fold=410 (32%)   13803s      mean=0.524 LLR=+1.92 [CONTINUE]
1292 games  +406 =543 -343   +17 Elo +/- 14   3fold=411 (32%)   13821s      mean=0.524 LLR=+1.92 [CONTINUE]
1293 games  +406 =544 -343   +17 Elo +/- 14   3fold=412 (32%)   13832s      mean=0.524 LLR=+1.92 [CONTINUE]
1294 games  +406 =545 -343   +17 Elo +/- 14   3fold=412 (32%)   13842s      mean=0.524 LLR=+1.92 [CONTINUE]
1295 games  +406 =545 -344   +17 Elo +/- 14   3fold=412 (32%)   13855s      mean=0.524 LLR=+1.88 [CONTINUE]
1296 games  +407 =545 -344   +17 Elo +/- 14   3fold=412 (32%)   13862s      mean=0.524 LLR=+1.92 [CONTINUE]
1297 games  +407 =546 -344   +17 Elo +/- 14   3fold=413 (32%)   13879s      mean=0.524 LLR=+1.92 [CONTINUE]
1298 games  +408 =546 -344   +17 Elo +/- 14   3fold=413 (32%)   13894s      mean=0.525 LLR=+1.96 [CONTINUE]
1299 games  +408 =547 -344   +17 Elo +/- 14   3fold=413 (32%)   13895s      mean=0.525 LLR=+1.96 [CONTINUE]
1300 games  +408 =548 -344   +17 Elo +/- 14   3fold=414 (32%)   13904s      mean=0.525 LLR=+1.96 [CONTINUE]
1301 games  +408 =549 -344   +17 Elo +/- 14   3fold=415 (32%)   13930s      mean=0.525 LLR=+1.96 [CONTINUE]
1302 games  +408 =550 -344   +17 Elo +/- 14   3fold=416 (32%)   13932s      mean=0.525 LLR=+1.96 [CONTINUE]
1303 games  +408 =551 -344   +17 Elo +/- 14   3fold=416 (32%)   13939s      mean=0.525 LLR=+1.96 [CONTINUE]
1304 games  +408 =552 -344   +17 Elo +/- 14   3fold=417 (32%)   13952s      mean=0.525 LLR=+1.96 [CONTINUE]
1305 games  +409 =552 -344   +17 Elo +/- 14   3fold=417 (32%)   13970s      mean=0.525 LLR=+2.00 [CONTINUE]
1306 games  +409 =552 -345   +17 Elo +/- 14   3fold=417 (32%)   13971s      mean=0.525 LLR=+1.96 [CONTINUE]
1307 games  +409 =553 -345   +17 Elo +/- 14   3fold=418 (32%)   13989s      mean=0.524 LLR=+1.96 [CONTINUE]
1308 games  +410 =553 -345   +17 Elo +/- 14   3fold=418 (32%)   13999s      mean=0.525 LLR=+2.00 [CONTINUE]
1309 games  +410 =554 -345   +17 Elo +/- 14   3fold=418 (32%)   14013s      mean=0.525 LLR=+2.00 [CONTINUE]
1310 games  +410 =555 -345   +17 Elo +/- 14   3fold=419 (32%)   14015s      mean=0.525 LLR=+2.00 [CONTINUE]
1311 games  +410 =556 -345   +17 Elo +/- 14   3fold=420 (32%)   14031s      mean=0.525 LLR=+2.00 [CONTINUE]
1312 games  +410 =556 -346   +17 Elo +/- 14   3fold=420 (32%)   14043s      mean=0.524 LLR=+1.96 [CONTINUE]
1313 games  +411 =556 -346   +17 Elo +/- 14   3fold=420 (32%)   14044s      mean=0.525 LLR=+2.00 [CONTINUE]
1314 games  +412 =556 -346   +17 Elo +/- 14   3fold=420 (32%)   14059s      mean=0.525 LLR=+2.04 [CONTINUE]
1315 games  +412 =556 -347   +17 Elo +/- 14   3fold=420 (32%)   14073s      mean=0.525 LLR=+2.00 [CONTINUE]
1316 games  +412 =557 -347   +17 Elo +/- 14   3fold=420 (32%)   14087s      mean=0.525 LLR=+2.00 [CONTINUE]
1317 games  +412 =557 -348   +17 Elo +/- 14   3fold=420 (32%)   14091s      mean=0.524 LLR=+1.96 [CONTINUE]
1318 games  +412 =558 -348   +17 Elo +/- 14   3fold=421 (32%)   14098s      mean=0.524 LLR=+1.96 [CONTINUE]
1319 games  +413 =558 -348   +17 Elo +/- 14   3fold=421 (32%)   14119s      mean=0.525 LLR=+2.00 [CONTINUE]
1320 games  +413 =558 -349   +17 Elo +/- 14   3fold=421 (32%)   14121s      mean=0.524 LLR=+1.95 [CONTINUE]
1321 games  +413 =559 -349   +17 Elo +/- 14   3fold=422 (32%)   14127s      mean=0.524 LLR=+1.96 [CONTINUE]
1322 games  +413 =560 -349   +17 Elo +/- 14   3fold=423 (32%)   14144s      mean=0.524 LLR=+1.96 [CONTINUE]
1323 games  +413 =561 -349   +17 Elo +/- 14   3fold=424 (32%)   14149s      mean=0.524 LLR=+1.96 [CONTINUE]
1324 games  +413 =562 -349   +17 Elo +/- 14   3fold=425 (32%)   14164s      mean=0.524 LLR=+1.96 [CONTINUE]
1325 games  +413 =563 -349   +17 Elo +/- 14   3fold=425 (32%)   14173s      mean=0.524 LLR=+1.96 [CONTINUE]
1326 games  +414 =563 -349   +17 Elo +/- 14   3fold=425 (32%)   14184s      mean=0.525 LLR=+2.00 [CONTINUE]
1327 games  +414 =564 -349   +17 Elo +/- 14   3fold=425 (32%)   14193s      mean=0.524 LLR=+2.00 [CONTINUE]
1328 games  +414 =565 -349   +17 Elo +/- 14   3fold=426 (32%)   14195s      mean=0.524 LLR=+2.00 [CONTINUE]
1329 games  +415 =565 -349   +17 Elo +/- 14   3fold=426 (32%)   14219s      mean=0.525 LLR=+2.04 [CONTINUE]
1330 games  +415 =566 -349   +17 Elo +/- 14   3fold=426 (32%)   14229s      mean=0.525 LLR=+2.04 [CONTINUE]
1331 games  +415 =566 -350   +17 Elo +/- 14   3fold=426 (32%)   14231s      mean=0.524 LLR=+2.00 [CONTINUE]
1332 games  +416 =566 -350   +17 Elo +/- 14   3fold=426 (32%)   14252s      mean=0.525 LLR=+2.04 [CONTINUE]
1333 games  +417 =566 -350   +17 Elo +/- 14   3fold=426 (32%)   14260s      mean=0.525 LLR=+2.08 [CONTINUE]
1334 games  +417 =567 -350   +17 Elo +/- 14   3fold=427 (32%)   14261s      mean=0.525 LLR=+2.08 [CONTINUE]
1335 games  +417 =567 -351   +17 Elo +/- 14   3fold=427 (32%)   14282s      mean=0.525 LLR=+2.03 [CONTINUE]
1336 games  +417 =568 -351   +17 Elo +/- 14   3fold=428 (32%)   14283s      mean=0.525 LLR=+2.04 [CONTINUE]
1337 games  +417 =569 -351   +17 Elo +/- 14   3fold=429 (32%)   14288s      mean=0.525 LLR=+2.04 [CONTINUE]
1338 games  +418 =569 -351   +17 Elo +/- 14   3fold=429 (32%)   14313s      mean=0.525 LLR=+2.08 [CONTINUE]
1339 games  +418 =569 -352   +17 Elo +/- 14   3fold=429 (32%)   14316s      mean=0.525 LLR=+2.03 [CONTINUE]
1340 games  +418 =570 -352   +17 Elo +/- 14   3fold=430 (32%)   14319s      mean=0.525 LLR=+2.03 [CONTINUE]
1341 games  +418 =571 -352   +17 Elo +/- 14   3fold=431 (32%)   14344s      mean=0.525 LLR=+2.04 [CONTINUE]
1342 games  +419 =571 -352   +17 Elo +/- 14   3fold=431 (32%)   14346s      mean=0.525 LLR=+2.07 [CONTINUE]
1343 games  +419 =572 -352   +17 Elo +/- 14   3fold=432 (32%)   14351s      mean=0.525 LLR=+2.08 [CONTINUE]
1344 games  +419 =573 -352   +17 Elo +/- 14   3fold=433 (32%)   14373s      mean=0.525 LLR=+2.08 [CONTINUE]
1345 games  +419 =574 -352   +17 Elo +/- 14   3fold=434 (32%)   14376s      mean=0.525 LLR=+2.08 [CONTINUE]
1346 games  +420 =574 -352   +18 Elo +/- 14   3fold=434 (32%)   14376s      mean=0.525 LLR=+2.12 [CONTINUE]
1347 games  +420 =575 -352   +18 Elo +/- 14   3fold=435 (32%)   14402s      mean=0.525 LLR=+2.12 [CONTINUE]
1348 games  +420 =576 -352   +18 Elo +/- 14   3fold=435 (32%)   14408s      mean=0.525 LLR=+2.12 [CONTINUE]
1349 games  +420 =577 -352   +18 Elo +/- 14   3fold=435 (32%)   14426s      mean=0.525 LLR=+2.12 [CONTINUE]
1350 games  +420 =578 -352   +18 Elo +/- 14   3fold=436 (32%)   14428s      mean=0.525 LLR=+2.12 [CONTINUE]
1351 games  +420 =579 -352   +18 Elo +/- 14   3fold=437 (32%)   14433s      mean=0.525 LLR=+2.12 [CONTINUE]
1352 games  +420 =579 -353   +17 Elo +/- 14   3fold=437 (32%)   14454s      mean=0.525 LLR=+2.08 [CONTINUE]
1353 games  +420 =579 -354   +17 Elo +/- 14   3fold=437 (32%)   14458s      mean=0.524 LLR=+2.04 [CONTINUE]
1354 games  +421 =579 -354   +17 Elo +/- 14   3fold=437 (32%)   14466s      mean=0.525 LLR=+2.08 [CONTINUE]
1355 games  +422 =579 -354   +17 Elo +/- 14   3fold=437 (32%)   14493s      mean=0.525 LLR=+2.12 [CONTINUE]
1356 games  +422 =580 -354   +17 Elo +/- 14   3fold=437 (32%)   14493s      mean=0.525 LLR=+2.12 [CONTINUE]
1357 games  +422 =580 -355   +17 Elo +/- 14   3fold=437 (32%)   14500s      mean=0.525 LLR=+2.07 [CONTINUE]
1358 games  +422 =581 -355   +17 Elo +/- 14   3fold=438 (32%)   14521s      mean=0.525 LLR=+2.08 [CONTINUE]
1359 games  +422 =582 -355   +17 Elo +/- 14   3fold=438 (32%)   14523s      mean=0.525 LLR=+2.08 [CONTINUE]
1360 games  +422 =582 -356   +17 Elo +/- 14   3fold=438 (32%)   14537s      mean=0.524 LLR=+2.03 [CONTINUE]
1361 games  +422 =583 -356   +17 Elo +/- 14   3fold=439 (32%)   14542s      mean=0.524 LLR=+2.04 [CONTINUE]
1362 games  +422 =584 -356   +17 Elo +/- 14   3fold=440 (32%)   14553s      mean=0.524 LLR=+2.04 [CONTINUE]
1363 games  +422 =585 -356   +17 Elo +/- 14   3fold=441 (32%)   14562s      mean=0.524 LLR=+2.04 [CONTINUE]
1364 games  +422 =585 -357   +17 Elo +/- 14   3fold=441 (32%)   14575s      mean=0.524 LLR=+2.00 [CONTINUE]
1365 games  +422 =585 -358   +16 Elo +/- 14   3fold=441 (32%)   14580s      mean=0.523 LLR=+1.95 [CONTINUE]
1366 games  +423 =585 -358   +17 Elo +/- 14   3fold=441 (32%)   14596s      mean=0.524 LLR=+1.99 [CONTINUE]
1367 games  +423 =586 -358   +17 Elo +/- 14   3fold=442 (32%)   14603s      mean=0.524 LLR=+1.99 [CONTINUE]
1368 games  +423 =587 -358   +17 Elo +/- 14   3fold=443 (32%)   14604s      mean=0.524 LLR=+1.99 [CONTINUE]
1369 games  +423 =588 -358   +17 Elo +/- 14   3fold=444 (32%)   14622s      mean=0.524 LLR=+2.00 [CONTINUE]
1370 games  +423 =589 -358   +16 Elo +/- 14   3fold=444 (32%)   14633s      mean=0.524 LLR=+2.00 [CONTINUE]
1371 games  +424 =589 -358   +17 Elo +/- 14   3fold=444 (32%)   14637s      mean=0.524 LLR=+2.04 [CONTINUE]
1372 games  +424 =589 -359   +16 Elo +/- 14   3fold=444 (32%)   14664s      mean=0.524 LLR=+1.99 [CONTINUE]
1373 games  +424 =589 -360   +16 Elo +/- 14   3fold=444 (32%)   14670s      mean=0.523 LLR=+1.95 [CONTINUE]
1374 games  +424 =590 -360   +16 Elo +/- 14   3fold=445 (32%)   14674s      mean=0.523 LLR=+1.95 [CONTINUE]
1375 games  +424 =591 -360   +16 Elo +/- 14   3fold=445 (32%)   14694s      mean=0.523 LLR=+1.95 [CONTINUE]
1376 games  +424 =592 -360   +16 Elo +/- 14   3fold=446 (32%)   14708s      mean=0.523 LLR=+1.95 [CONTINUE]
1377 games  +424 =593 -360   +16 Elo +/- 14   3fold=447 (32%)   14708s      mean=0.523 LLR=+1.95 [CONTINUE]
1378 games  +424 =594 -360   +16 Elo +/- 14   3fold=448 (33%)   14725s      mean=0.523 LLR=+1.96 [CONTINUE]
1379 games  +425 =594 -360   +16 Elo +/- 14   3fold=448 (32%)   14738s      mean=0.524 LLR=+1.99 [CONTINUE]
1380 games  +426 =594 -360   +17 Elo +/- 14   3fold=448 (32%)   14751s      mean=0.524 LLR=+2.03 [CONTINUE]
1381 games  +426 =594 -361   +16 Elo +/- 14   3fold=448 (32%)   14759s      mean=0.524 LLR=+1.99 [CONTINUE]
1382 games  +426 =595 -361   +16 Elo +/- 14   3fold=448 (32%)   14779s      mean=0.524 LLR=+1.99 [CONTINUE]
1383 games  +427 =595 -361   +17 Elo +/- 14   3fold=448 (32%)   14781s      mean=0.524 LLR=+2.03 [CONTINUE]
1384 games  +427 =595 -362   +16 Elo +/- 14   3fold=448 (32%)   14787s      mean=0.523 LLR=+1.99 [CONTINUE]
1385 games  +428 =595 -362   +17 Elo +/- 14   3fold=448 (32%)   14807s      mean=0.524 LLR=+2.03 [CONTINUE]
1386 games  +428 =596 -362   +17 Elo +/- 14   3fold=449 (32%)   14809s      mean=0.524 LLR=+2.03 [CONTINUE]
1387 games  +428 =597 -362   +17 Elo +/- 14   3fold=449 (32%)   14823s      mean=0.524 LLR=+2.03 [CONTINUE]
1388 games  +428 =597 -363   +16 Elo +/- 14   3fold=449 (32%)   14839s      mean=0.523 LLR=+1.99 [CONTINUE]
1389 games  +429 =597 -363   +17 Elo +/- 14   3fold=449 (32%)   14844s      mean=0.524 LLR=+2.03 [CONTINUE]
1390 games  +430 =597 -363   +17 Elo +/- 14   3fold=449 (32%)   14865s      mean=0.524 LLR=+2.07 [CONTINUE]
1391 games  +430 =598 -363   +17 Elo +/- 14   3fold=450 (32%)   14865s      mean=0.524 LLR=+2.07 [CONTINUE]
1392 games  +430 =598 -364   +16 Elo +/- 14   3fold=450 (32%)   14880s      mean=0.524 LLR=+2.03 [CONTINUE]
1393 games  +430 =599 -364   +16 Elo +/- 14   3fold=451 (32%)   14893s      mean=0.524 LLR=+2.03 [CONTINUE]
1394 games  +430 =600 -364   +16 Elo +/- 14   3fold=451 (32%)   14895s      mean=0.524 LLR=+2.03 [CONTINUE]
1395 games  +430 =601 -364   +16 Elo +/- 14   3fold=452 (32%)   14908s      mean=0.524 LLR=+2.03 [CONTINUE]
1396 games  +430 =601 -365   +16 Elo +/- 14   3fold=452 (32%)   14935s      mean=0.523 LLR=+1.99 [CONTINUE]
1397 games  +431 =601 -365   +16 Elo +/- 14   3fold=452 (32%)   14938s      mean=0.524 LLR=+2.02 [CONTINUE]
1398 games  +431 =602 -365   +16 Elo +/- 14   3fold=453 (32%)   14942s      mean=0.524 LLR=+2.03 [CONTINUE]
1399 games  +431 =603 -365   +16 Elo +/- 14   3fold=454 (32%)   14967s      mean=0.524 LLR=+2.03 [CONTINUE]
1400 games  +431 =604 -365   +16 Elo +/- 14   3fold=455 (32%)   14969s      mean=0.524 LLR=+2.03 [CONTINUE]
1401 games  +432 =604 -365   +17 Elo +/- 14   3fold=455 (32%)   14969s      mean=0.524 LLR=+2.07 [CONTINUE]
1402 games  +432 =605 -365   +17 Elo +/- 14   3fold=456 (33%)   14994s      mean=0.524 LLR=+2.07 [CONTINUE]
1403 games  +432 =606 -365   +17 Elo +/- 14   3fold=457 (33%)   14998s      mean=0.524 LLR=+2.07 [CONTINUE]
1404 games  +433 =606 -365   +17 Elo +/- 14   3fold=457 (33%)   15005s      mean=0.524 LLR=+2.11 [CONTINUE]
1405 games  +433 =607 -365   +17 Elo +/- 14   3fold=457 (33%)   15023s      mean=0.524 LLR=+2.11 [CONTINUE]
1406 games  +433 =608 -365   +17 Elo +/- 14   3fold=458 (33%)   15033s      mean=0.524 LLR=+2.11 [CONTINUE]
1407 games  +433 =609 -365   +17 Elo +/- 14   3fold=459 (33%)   15035s      mean=0.524 LLR=+2.11 [CONTINUE]
1408 games  +434 =609 -365   +17 Elo +/- 14   3fold=459 (33%)   15056s      mean=0.525 LLR=+2.15 [CONTINUE]
1409 games  +434 =610 -365   +17 Elo +/- 14   3fold=460 (33%)   15056s      mean=0.524 LLR=+2.15 [CONTINUE]
1410 games  +435 =610 -365   +17 Elo +/- 14   3fold=460 (33%)   15065s      mean=0.525 LLR=+2.19 [CONTINUE]
1411 games  +435 =611 -365   +17 Elo +/- 14   3fold=461 (33%)   15078s      mean=0.525 LLR=+2.19 [CONTINUE]
1412 games  +436 =611 -365   +17 Elo +/- 14   3fold=461 (33%)   15088s      mean=0.525 LLR=+2.23 [CONTINUE]
1413 games  +436 =611 -366   +17 Elo +/- 14   3fold=461 (33%)   15096s      mean=0.525 LLR=+2.19 [CONTINUE]
1414 games  +436 =611 -367   +17 Elo +/- 14   3fold=461 (33%)   15115s      mean=0.524 LLR=+2.15 [CONTINUE]
1415 games  +436 =612 -367   +17 Elo +/- 14   3fold=462 (33%)   15117s      mean=0.524 LLR=+2.15 [CONTINUE]
1416 games  +437 =612 -367   +17 Elo +/- 14   3fold=462 (33%)   15128s      mean=0.525 LLR=+2.19 [CONTINUE]
1417 games  +437 =613 -367   +17 Elo +/- 14   3fold=463 (33%)   15142s      mean=0.525 LLR=+2.19 [CONTINUE]
1418 games  +437 =613 -368   +17 Elo +/- 14   3fold=463 (33%)   15150s      mean=0.524 LLR=+2.15 [CONTINUE]
1419 games  +437 =614 -368   +17 Elo +/- 14   3fold=464 (33%)   15155s      mean=0.524 LLR=+2.15 [CONTINUE]
1420 games  +437 =615 -368   +17 Elo +/- 14   3fold=465 (33%)   15174s      mean=0.524 LLR=+2.15 [CONTINUE]
1421 games  +438 =615 -368   +17 Elo +/- 14   3fold=465 (33%)   15177s      mean=0.525 LLR=+2.19 [CONTINUE]
1422 games  +439 =615 -368   +17 Elo +/- 14   3fold=465 (33%)   15188s      mean=0.525 LLR=+2.23 [CONTINUE]
1423 games  +439 =616 -368   +17 Elo +/- 14   3fold=466 (33%)   15205s      mean=0.525 LLR=+2.23 [CONTINUE]
1424 games  +439 =617 -368   +17 Elo +/- 14   3fold=467 (33%)   15209s      mean=0.525 LLR=+2.23 [CONTINUE]
1425 games  +439 =618 -368   +17 Elo +/- 14   3fold=468 (33%)   15226s      mean=0.525 LLR=+2.23 [CONTINUE]
1426 games  +440 =618 -368   +18 Elo +/- 14   3fold=468 (33%)   15243s      mean=0.525 LLR=+2.27 [CONTINUE]
1427 games  +441 =618 -368   +18 Elo +/- 14   3fold=468 (33%)   15256s      mean=0.526 LLR=+2.31 [CONTINUE]
1428 games  +441 =619 -368   +18 Elo +/- 14   3fold=468 (33%)   15263s      mean=0.526 LLR=+2.31 [CONTINUE]
1429 games  +441 =619 -369   +18 Elo +/- 14   3fold=468 (33%)   15274s      mean=0.525 LLR=+2.27 [CONTINUE]
1430 games  +442 =619 -369   +18 Elo +/- 14   3fold=468 (33%)   15288s      mean=0.526 LLR=+2.31 [CONTINUE]
1431 games  +443 =619 -369   +18 Elo +/- 14   3fold=468 (33%)   15292s      mean=0.526 LLR=+2.35 [CONTINUE]
1432 games  +444 =619 -369   +18 Elo +/- 14   3fold=468 (33%)   15298s      mean=0.526 LLR=+2.38 [CONTINUE]
1433 games  +445 =619 -369   +18 Elo +/- 14   3fold=468 (33%)   15318s      mean=0.527 LLR=+2.42 [CONTINUE]
1434 games  +445 =619 -370   +18 Elo +/- 14   3fold=468 (33%)   15331s      mean=0.526 LLR=+2.38 [CONTINUE]
1435 games  +446 =619 -370   +18 Elo +/- 14   3fold=468 (33%)   15334s      mean=0.526 LLR=+2.42 [CONTINUE]
1436 games  +447 =619 -370   +19 Elo +/- 14   3fold=468 (33%)   15350s      mean=0.527 LLR=+2.46 [CONTINUE]
1437 games  +447 =620 -370   +19 Elo +/- 14   3fold=469 (33%)   15357s      mean=0.527 LLR=+2.46 [CONTINUE]
1438 games  +447 =621 -370   +19 Elo +/- 14   3fold=470 (33%)   15360s      mean=0.527 LLR=+2.46 [CONTINUE]
1439 games  +447 =622 -370   +19 Elo +/- 14   3fold=471 (33%)   15378s      mean=0.527 LLR=+2.46 [CONTINUE]
1440 games  +447 =622 -371   +18 Elo +/- 14   3fold=471 (33%)   15387s      mean=0.526 LLR=+2.42 [CONTINUE]
1441 games  +448 =622 -371   +19 Elo +/- 14   3fold=471 (33%)   15394s      mean=0.527 LLR=+2.46 [CONTINUE]
1442 games  +448 =622 -372   +18 Elo +/- 14   3fold=471 (33%)   15408s      mean=0.526 LLR=+2.42 [CONTINUE]
1443 games  +449 =622 -372   +19 Elo +/- 14   3fold=471 (33%)   15421s      mean=0.527 LLR=+2.46 [CONTINUE]
1444 games  +449 =623 -372   +19 Elo +/- 14   3fold=472 (33%)   15427s      mean=0.527 LLR=+2.46 [CONTINUE]
1445 games  +449 =624 -372   +19 Elo +/- 14   3fold=473 (33%)   15435s      mean=0.527 LLR=+2.46 [CONTINUE]
1446 games  +449 =624 -373   +18 Elo +/- 14   3fold=473 (33%)   15455s      mean=0.526 LLR=+2.42 [CONTINUE]
1447 games  +449 =625 -373   +18 Elo +/- 14   3fold=474 (33%)   15461s      mean=0.526 LLR=+2.42 [CONTINUE]
1448 games  +450 =625 -373   +18 Elo +/- 14   3fold=474 (33%)   15470s      mean=0.527 LLR=+2.46 [CONTINUE]
1449 games  +450 =625 -374   +18 Elo +/- 14   3fold=474 (33%)   15483s      mean=0.526 LLR=+2.41 [CONTINUE]
1450 games  +450 =625 -375   +18 Elo +/- 14   3fold=474 (33%)   15491s      mean=0.526 LLR=+2.37 [CONTINUE]
1451 games  +450 =625 -376   +18 Elo +/- 13   3fold=474 (33%)   15504s      mean=0.525 LLR=+2.33 [CONTINUE]
1452 games  +451 =625 -376   +18 Elo +/- 13   3fold=474 (33%)   15518s      mean=0.526 LLR=+2.37 [CONTINUE]
1453 games  +451 =625 -377   +18 Elo +/- 13   3fold=474 (33%)   15524s      mean=0.525 LLR=+2.32 [CONTINUE]
1454 games  +451 =626 -377   +18 Elo +/- 13   3fold=475 (33%)   15546s      mean=0.525 LLR=+2.33 [CONTINUE]
1455 games  +451 =627 -377   +18 Elo +/- 13   3fold=476 (33%)   15547s      mean=0.525 LLR=+2.33 [CONTINUE]
1456 games  +452 =627 -377   +18 Elo +/- 13   3fold=476 (33%)   15553s      mean=0.526 LLR=+2.37 [CONTINUE]
1457 games  +453 =627 -377   +18 Elo +/- 13   3fold=476 (33%)   15576s      mean=0.526 LLR=+2.41 [CONTINUE]
1458 games  +453 =628 -377   +18 Elo +/- 13   3fold=477 (33%)   15577s      mean=0.526 LLR=+2.41 [CONTINUE]
1459 games  +453 =629 -377   +18 Elo +/- 13   3fold=478 (33%)   15578s      mean=0.526 LLR=+2.41 [CONTINUE]
1460 games  +453 =630 -377   +18 Elo +/- 13   3fold=479 (33%)   15600s      mean=0.526 LLR=+2.41 [CONTINUE]
1461 games  +453 =631 -377   +18 Elo +/- 13   3fold=480 (33%)   15603s      mean=0.526 LLR=+2.41 [CONTINUE]
1462 games  +454 =631 -377   +18 Elo +/- 13   3fold=480 (33%)   15615s      mean=0.526 LLR=+2.45 [CONTINUE]
1463 games  +455 =631 -377   +19 Elo +/- 13   3fold=480 (33%)   15632s      mean=0.527 LLR=+2.49 [CONTINUE]
